campaign,year,issue,year2012,log_vap,total_disb_vep,diff_disb_vep,comp,negative,owned,consensual,salience,convergence,wmp
HI,2012,issue50,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,0,0,3.0,47.058823529411775,0
HI,2012,issue53,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,6.5,0.0,0
HI,2012,issue55,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,0.0,0.0,0
HI,2012,issue56,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,0.0,0.0,0
HI,2012,issue60,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,1,0,0.0,0.0,0
HI,2012,issue83,1,13.90015956,11.69703185,0.184685757,1.0,66.66666666666667,0,0,1.0,0.0,0
IA,2014,issue10,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,1.0,86.95652173913044,0
IA,2014,issue13,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.5,0.0,0
IA,2014,issue18,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,0,1,24.5,86.95652173913044,0
IA,2014,issue22,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,0,0,28.499999999999996,0.0,0
IA,2014,issue30,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.0,0.0,0
IA,2014,issue50,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,0,0,3.0,86.95652173913044,0
IA,2014,issue53,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,6.5,0.0,0
IA,2014,issue55,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.0,0.0,0
IA,2014,issue56,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.0,0.0,0
IA,2014,issue60,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.0,78.78787878787878,0
IA,2014,issue67,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.0,0.0,0
IA,2014,issue70,0,14.68339351,10.56827469,0.068255083,1.0,14.28571428571429,1,0,0.0,86.95652173913044,0
IN,2012,issue10,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,1,0,1.0,46.15384615384615,0
IN,2012,issue13,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,1,0,0.5,0.0,0
IN,2012,issue18,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,0,1,24.5,83.72093023255813,0
IN,2012,issue20,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,0,0,0.0,0.0,0
IN,2012,issue22,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,0,0,28.499999999999996,0.0,0
IN,2012,issue30,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,1,0,0.0,0.0,0
IN,2012,issue53,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,1,0,6.5,0.0,0
IN,2012,issue55,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,1,0,0.0,46.15384615384615,0
IN,2012,issue56,1,15.4169921,2.830956297,0.480598769,1.0,66.66666666666667,1,0,0.0,46.15384615384615,0
KY,2014,issue10,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,1.0,95.23809523809524,0
KY,2014,issue18,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,1,24.5,75.47169811320755,0
KY,2014,issue20,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,0,0.0,0.0,0
KY,2014,issue22,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,0,28.499999999999996,0.0,0
KY,2014,issue37,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,0
KY,2014,issue40,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.5,37.037037037037045,0
KY,2014,issue53,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,6.5,0.0,0
KY,2014,issue55,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,0
KY,2014,issue60,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,0
KY,2014,issue61,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.5,0.0,0
KY,2014,issue70,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,1,0,0.0,0.0,0
KY,2014,issue83,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,0,1.0,61.111111111111114,0
KY,2014,issue90,0,15.03955007,14.50514458,2.906478613,1.0,45.833333333333336,0,1,0.5,0.0,0
LA,2014,issue18,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,0,1,24.5,0.0,0
LA,2014,issue22,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,0,0,28.499999999999996,0.0,0
LA,2014,issue53,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,1,0,6.5,0.0,0
LA,2014,issue55,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,1,0,0.0,63.157894736842124,0
LA,2014,issue56,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,1,0,0.0,0.0,0
LA,2014,issue60,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,1,0,0.0,0.0,0
LA,2014,issue83,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,0,0,1.0,0.0,0
LA,2014,issue95,0,15.08003579,9.938803374,1.186265855,1.0,30.76923076923077,0,0,3.0,0.0,0
MA,2012,issue10,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,1.0,37.438423645320185,0
MA,2012,issue13,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.5,0.0,0
MA,2012,issue18,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,0,1,24.5,66.33165829145729,0
MA,2012,issue20,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,0,0,0.0,0.0,0
MA,2012,issue22,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,0,0,28.499999999999996,51.5625,0
MA,2012,issue30,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.0,92.6829268292683,0
MA,2012,issue31,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.0,0.0,0
MA,2012,issue37,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.0,0.0,0
MA,2012,issue40,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.5,92.95774647887323,0
MA,2012,issue50,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,0,0,3.0,32.20338983050846,0
MA,2012,issue53,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,6.5,0.0,0
MA,2012,issue55,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.0,0.0,0
MA,2012,issue60,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,1,0,0.0,0.0,0
MA,2012,issue83,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,0,0,1.0,0.0,0
MA,2012,issue95,1,15.47631626,14.99866166,2.554157194,1.0,43.58974358974359,0,0,3.0,0.0,0
ME,2014,issue18,0,13.88366908,7.256283777,2.809378854,0.0,0.0,0,1,24.5,57.14285714285714,0
ME,2014,issue20,0,13.88366908,7.256283777,2.809378854,0.0,0.0,0,0,0.0,0.0,0
ME,2014,issue22,0,13.88366908,7.256283777,2.809378854,0.0,0.0,0,0,28.499999999999996,0.0,0
ME,2014,issue31,0,13.88366908,7.256283777,2.809378854,0.0,0.0,1,0,0.0,0.0,0
ME,2014,issue50,0,13.88366908,7.256283777,2.809378854,0.0,0.0,0,0,3.0,0.0,0
ME,2014,issue53,0,13.88366908,7.256283777,2.809378854,0.0,0.0,1,0,6.5,100.0,0
ME,2014,issue56,0,13.88366908,7.256283777,2.809378854,0.0,0.0,1,0,0.0,0.0,0
ME,2014,issue80,0,13.88366908,7.256283777,2.809378854,0.0,0.0,0,0,1.0,0.0,0
ME,2014,issue83,0,13.88366908,7.256283777,2.809378854,0.0,0.0,0,0,1.0,0.0,0
MI,2014,issue10,0,15.85627546,3.055286067,0.268283216,1.0,18.181818181818176,1,0,1.0,0.0,0
MI,2014,issue18,0,15.85627546,3.055286067,0.268283216,1.0,18.181818181818176,0,1,24.5,0.0,0
MI,2014,issue20,0,15.85627546,3.055286067,0.268283216,1.0,18.181818181818176,0,0,0.0,0.0,0
MI,2014,issue53,0,15.85627546,3.055286067,0.268283216,1.0,18.181818181818176,1,0,6.5,0.0,0
MI,2014,issue95,0,15.85627546,3.055286067,0.268283216,1.0,18.181818181818176,0,0,3.0,0.0,0
MN,2014,issue10,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,1,0,1.0,0.0,0
MN,2014,issue18,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,0,1,24.5,0.0,0
MN,2014,issue22,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,0,0,28.499999999999996,0.0,0
MN,2014,issue40,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,1,0,0.5,0.0,0
MN,2014,issue41,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,1,0,0.0,0.0,0
MN,2014,issue50,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,0,0,3.0,0.0,0
MN,2014,issue83,0,15.24576056,7.222125063,3.650943897,0.0,29.411764705882348,0,0,1.0,0.0,0
MO,2012,issue10,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,1.0,37.83783783783784,0
MO,2012,issue13,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.5,0.0,0
MO,2012,issue18,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,1,24.5,78.26086956521739,0
MO,2012,issue20,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,0,0.0,0.0,0
MO,2012,issue22,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,0,28.499999999999996,92.3076923076923,0
MO,2012,issue30,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.0,44.44444444444443,0
MO,2012,issue31,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.0,0.0,0
MO,2012,issue37,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.0,0.0,0
MO,2012,issue40,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.5,92.3076923076923,0
MO,2012,issue50,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,0,3.0,0.0,0
MO,2012,issue53,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,6.5,73.68421052631578,0
MO,2012,issue55,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.0,67.9245283018868,0
MO,2012,issue56,1,15.3477434,5.82452142,3.072718955,0.0,72.0,1,0,0.0,44.44444444444443,0
MO,2012,issue80,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,0,1.0,0.0,0
MO,2012,issue83,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,0,1.0,0.0,0
MO,2012,issue91,1,15.3477434,5.82452142,3.072718955,0.0,72.0,0,1,11.0,0.0,0
MT,2014,issue10,0,13.58927097,9.694911317,7.236287493,0.0,0.0,1,0,1.0,0.0,0
MT,2014,issue18,0,13.58927097,9.694911317,7.236287493,0.0,0.0,0,1,24.5,0.0,0
MT,2014,issue22,0,13.58927097,9.694911317,7.236287493,0.0,0.0,0,0,28.499999999999996,0.0,0
MT,2014,issue37,0,13.58927097,9.694911317,7.236287493,0.0,0.0,1,0,0.0,0.0,0
MT,2014,issue53,0,13.58927097,9.694911317,7.236287493,0.0,0.0,1,0,6.5,0.0,0
MT,2014,issue56,0,13.58927097,9.694911317,7.236287493,0.0,0.0,1,0,0.0,0.0,0
MT,2014,issue80,0,13.58927097,9.694911317,7.236287493,0.0,0.0,0,0,1.0,0.0,0
MT,2014,issue83,0,13.58927097,9.694911317,7.236287493,0.0,0.0,0,0,1.0,0.0,0
NC,2014,issue10,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,1.0,0.0,0
NC,2014,issue13,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,0.5,0.0,0
NC,2014,issue18,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,0,1,24.5,0.0,0
NC,2014,issue20,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,0,0,0.0,0.0,0
NC,2014,issue22,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,0,0,28.499999999999996,0.0,0
NC,2014,issue30,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,0.0,0.0,0
NC,2014,issue50,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,0,0,3.0,0.0,0
NC,2014,issue53,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,6.5,0.0,0
NC,2014,issue55,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,0.0,0.0,0
NC,2014,issue56,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,0.0,0.0,0
NC,2014,issue60,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,1,0,0.0,28.57142857142856,0
NC,2014,issue83,0,15.85531495,4.812251067,1.868704013,1.0,66.66666666666667,0,0,1.0,0.0,0
NH,2014,issue10,0,13.87711258,24.01673227,6.151459943,1.0,28.57142857142857,1,0,1.0,80.0,0
NH,2014,issue18,0,13.87711258,24.01673227,6.151459943,1.0,28.57142857142857,0,1,24.5,100.0,0
NH,2014,issue22,0,13.87711258,24.01673227,6.151459943,1.0,28.57142857142857,0,0,28.499999999999996,0.0,0
NH,2014,issue30,0,13.87711258,24.01673227,6.151459943,1.0,28.57142857142857,1,0,0.0,0.0,0
NH,2014,issue53,0,13.87711258,24.01673227,6.151459943,1.0,28.57142857142857,1,0,6.5,0.0,0
NH,2014,issue83,0,13.87711258,24.01673227,6.151459943,1.0,28.57142857142857,0,0,1.0,28.57142857142858,0
NM,2012,issue10,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,1.0,78.61271676300578,0
NM,2012,issue13,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,0.5,40.93567251461988,0
NM,2012,issue18,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,0,1,24.5,62.78026905829597,0
NM,2012,issue22,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,0,0,28.499999999999996,0.0,0
NM,2012,issue32,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,4.0,0.0,0
NM,2012,issue50,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,0,0,3.0,65.38461538461537,0
NM,2012,issue55,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,0.0,39.08045977011495,0
NM,2012,issue56,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,0.0,81.92771084337349,0
NM,2012,issue60,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,0.0,98.55072463768117,0
NM,2012,issue67,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,1,0,0.0,0.0,0
NM,2012,issue80,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,0,0,1.0,0.0,0
NM,2012,issue83,1,14.26874944,9.627659582,0.270517968,1.0,53.57142857142857,0,0,1.0,0.0,0
NM,2014,issue10,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,1.0,75.86206896551724,0
NM,2014,issue18,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,0,1,24.5,95.65217391304347,0
NM,2014,issue19,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,0.5,0.0,0
NM,2014,issue30,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,0.0,0.0,0
NM,2014,issue40,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,0.5,95.65217391304347,0
NM,2014,issue53,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,6.5,75.86206896551724,0
NM,2014,issue55,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,0.0,0.0,0
NM,2014,issue56,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,0.0,0.0,0
NM,2014,issue60,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,1,0,0.0,95.65217391304347,0
NM,2014,issue95,0,14.27436413,7.628104254,2.618921106,0.0,63.63636363636363,0,0,3.0,0.0,0
OH,2012,issue10,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,1,0,1.0,0.0,0
OH,2012,issue18,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,0,1,24.5,99.23664122137404,0
OH,2012,issue20,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,0,0,0.0,0.0,0
OH,2012,issue22,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,0,0,28.499999999999996,0.0,0
OH,2012,issue32,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,1,0,4.0,0.0,0
OH,2012,issue50,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,0,0,3.0,0.0,0
OH,2012,issue53,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,1,0,6.5,0.0,0
OH,2012,issue55,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,1,0,0.0,0.0,0
OH,2012,issue56,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,1,0,0.0,0.0,0
OH,2012,issue80,1,16.00121683,4.715087413,0.35210229,1.0,53.84615384615385,0,0,1.0,0.0,0
OR,2014,issue10,0,14.95302267,4.660296026,1.961196419,0.0,25.0,1,0,1.0,0.0,0
OR,2014,issue18,0,14.95302267,4.660296026,1.961196419,0.0,25.0,0,1,24.5,38.095238095238095,0
OR,2014,issue20,0,14.95302267,4.660296026,1.961196419,0.0,25.0,0,0,0.0,0.0,0
OR,2014,issue22,0,14.95302267,4.660296026,1.961196419,0.0,25.0,0,0,28.499999999999996,0.0,0
OR,2014,issue50,0,14.95302267,4.660296026,1.961196419,0.0,25.0,0,0,3.0,0.0,0
OR,2014,issue55,0,14.95302267,4.660296026,1.961196419,0.0,25.0,1,0,0.0,0.0,0
OR,2014,issue56,0,14.95302267,4.660296026,1.961196419,0.0,25.0,1,0,0.0,0.0,0
PA,2012,issue10,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,1.0,42.10526315789475,0
PA,2012,issue13,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,0.5,0.0,0
PA,2012,issue18,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,0,1,24.5,85.71428571428572,0
PA,2012,issue20,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,0,0,0.0,0.0,0
PA,2012,issue53,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,6.5,0.0,0
PA,2012,issue55,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,0.0,69.56521739130434,0
PA,2012,issue56,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,0.0,0.0,0
PA,2012,issue60,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,0.0,0.0,0
PA,2012,issue67,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,0.0,0.0,0
PA,2012,issue70,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,1,0,0.0,0.0,0
PA,2012,issue83,1,16.12179869,5.185173765,2.623268754,1.0,53.84615384615385,0,0,1.0,0.0,0
RI,2012,issue10,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,1,0,1.0,92.3076923076923,0
RI,2012,issue13,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,1,0,0.5,0.0,0
RI,2012,issue18,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,0,1,24.5,93.33333333333333,0
RI,2012,issue20,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,0,0,0.0,0.0,0
RI,2012,issue22,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,0,0,28.499999999999996,0.0,0
RI,2012,issue53,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,1,0,6.5,0.0,0
RI,2012,issue55,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,1,0,0.0,72.72727272727273,0
RI,2012,issue56,1,13.63516664,7.610615176,3.272844439,0.0,33.333333333333336,1,0,0.0,0.0,0
SD,2014,issue10,0,13.37019486,12.05457464,4.333989974,1.0,6.25,1,0,1.0,0.0,0
SD,2014,issue18,0,13.37019486,12.05457464,4.333989974,1.0,6.25,0,1,24.5,60.46511627906976,0
SD,2014,issue20,0,13.37019486,12.05457464,4.333989974,1.0,6.25,0,0,0.0,0.0,0
SD,2014,issue22,0,13.37019486,12.05457464,4.333989974,1.0,6.25,0,0,28.499999999999996,92.85714285714286,0
SD,2014,issue37,0,13.37019486,12.05457464,4.333989974,1.0,6.25,1,0,0.0,0.0,0
SD,2014,issue50,0,13.37019486,12.05457464,4.333989974,1.0,6.25,0,0,3.0,0.0,0
SD,2014,issue53,0,13.37019486,12.05457464,4.333989974,1.0,6.25,1,0,6.5,60.46511627906976,0
SD,2014,issue55,0,13.37019486,12.05457464,4.333989974,1.0,6.25,1,0,0.0,92.78350515463917,0
SD,2014,issue56,0,13.37019486,12.05457464,4.333989974,1.0,6.25,1,0,0.0,0.0,0
SD,2014,issue70,0,13.37019486,12.05457464,4.333989974,1.0,6.25,1,0,0.0,0.0,0
SD,2014,issue83,0,13.37019486,12.05457464,4.333989974,1.0,6.25,0,0,1.0,0.0,0
TX,2012,issue10,1,16.76965987,0.938920493,0.874837383,0.0,0.0,1,0,1.0,0.0,0
TX,2012,issue18,1,16.76965987,0.938920493,0.874837383,0.0,0.0,0,1,24.5,0.0,0
UT,2012,issue10,1,14.49807999,6.033185897,5.57415568,0.0,0.0,1,0,1.0,0.0,0
UT,2012,issue18,1,14.49807999,6.033185897,5.57415568,0.0,0.0,0,1,24.5,0.0,0
UT,2012,issue22,1,14.49807999,6.033185897,5.57415568,0.0,0.0,0,0,28.499999999999996,0.0,0
VA,2012,issue10,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,1,0,1.0,0.0,0
VA,2012,issue13,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,1,0,0.5,0.0,0
VA,2012,issue18,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,0,1,24.5,83.87096774193547,0
VA,2012,issue20,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,0,0,0.0,0.0,0
VA,2012,issue22,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,0,0,28.499999999999996,0.0,0
VA,2012,issue50,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,0,0,3.0,20.6896551724138,0
VA,2012,issue57,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,1,0,0.5,0.0,0
VA,2012,issue60,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,1,0,0.0,0.0,0
VA,2012,issue70,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,1,0,0.0,0.0,0
VA,2012,issue80,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,0,0,1.0,0.0,0
VA,2012,issue83,1,15.66378063,5.508476906,0.633508356,1.0,42.85714285714286,0,0,1.0,83.87096774193547,0
WV,2012,issue10,1,14.20256862,3.642818641,1.416945046,0.0,37.5,1,0,1.0,100.0,0
WV,2012,issue18,1,14.20256862,3.642818641,1.416945046,0.0,37.5,0,1,24.5,100.0,0
WV,2012,issue20,1,14.20256862,3.642818641,1.416945046,0.0,37.5,0,0,0.0,0.0,0
WV,2012,issue31,1,14.20256862,3.642818641,1.416945046,0.0,37.5,1,0,0.0,0.0,0
WV,2012,issue53,1,14.20256862,3.642818641,1.416945046,0.0,37.5,1,0,6.5,0.0,0
WV,2012,issue60,1,14.20256862,3.642818641,1.416945046,0.0,37.5,1,0,0.0,0.0,0
WV,2012,issue67,1,14.20256862,3.642818641,1.416945046,0.0,37.5,1,0,0.0,0.0,0
WV,2012,issue70,1,14.20256862,3.642818641,1.416945046,0.0,37.5,1,0,0.0,0.0,0
WV,2012,issue80,1,14.20256862,3.642818641,1.416945046,0.0,37.5,0,0,1.0,100.0,0
WV,2012,issue83,1,14.20256862,3.642818641,1.416945046,0.0,37.5,0,0,1.0,50.0,0
WV,2014,issue18,0,14.19752415,8.526317098,3.606319751,0.0,36.36363636363637,0,1,24.5,53.33333333333334,0
WV,2014,issue37,0,14.19752415,8.526317098,3.606319751,0.0,36.36363636363637,1,0,0.0,0.0,0
WV,2014,issue50,0,14.19752415,8.526317098,3.606319751,0.0,36.36363636363637,0,0,3.0,0.0,0
WV,2014,issue53,0,14.19752415,8.526317098,3.606319751,0.0,36.36363636363637,1,0,6.5,84.21052631578948,0
WV,2014,issue83,0,14.19752415,8.526317098,3.606319751,0.0,36.36363636363637,0,0,1.0,84.21052631578948,0
